Entry	Entry name	Status	Gene names
O43432	IF4G3_HUMAN	reviewed	EIF4G3
O60841	IF2P_HUMAN	reviewed	EIF5B IF2 KIAA0741
Q9H293	IL25_HUMAN	reviewed	IL25 IL17E UNQ3120/PRO10272
Q6UWE0	LRSM1_HUMAN	reviewed	LRSAM1 TAL UNQ6496/PRO21356
Q496Y0	LONF3_HUMAN	reviewed	LONRF3 RNF127
P04035	HMDH_HUMAN	reviewed	HMGCR
Q9BWQ8	LFG2_HUMAN	reviewed	FAIM2 KIAA0950 LFG LFG2 NMP35 TMBIM2
P17301	ITA2_HUMAN	reviewed	ITGA2 CD49B
Q4G0X4	KCD21_HUMAN	reviewed	KCTD21
O00219	HYAS3_HUMAN	reviewed	HAS3
Q14643	ITPR1_HUMAN	reviewed	ITPR1 INSP3R1
Q5VWX1	KHDR2_HUMAN	reviewed	KHDRBS2 SLM1
Q9H6V9	LDAH_HUMAN	reviewed	LDAH C2orf43
P05981	HEPS_HUMAN	reviewed	HPN TMPRSS1
P58062	ISK7_HUMAN	reviewed	SPINK7 ECG2 UNQ745/PRO1474
O75690	KRA58_HUMAN	reviewed	KRTAP5-8 KAP5.8 KRTAP5.8 UHSKB
Q14657	LAGE3_HUMAN	reviewed	LAGE3 DXS9879E ESO3 ITBA2
Q9HB14	KCNKD_HUMAN	reviewed	KCNK13
Q05655	KPCD_HUMAN	reviewed	PRKCD
Q96CT2	KLH29_HUMAN	reviewed	KLHL29 KBTBD9 KIAA1921
Q8TC44	POC1B_HUMAN	reviewed	POC1B WDR51B
Q5VZ52	MORN5_HUMAN	reviewed	MORN5 C9orf113 C9orf18
Q9BZQ8	NIBA1_HUMAN	reviewed	NIBAN1 C1orf24 FAM129A NIBAN GIG39
Q96FX8	PERP_HUMAN	reviewed	PERP KCP1 KRTCAP1 PIGPC1 THW
Q12829	RB40B_HUMAN	reviewed	RAB40B SEC4L
Q96QF0	RAB3I_HUMAN	reviewed	RAB3IP RABIN8
Q86WH2	RASF3_HUMAN	reviewed	RASSF3
Q96NA2	RILP_HUMAN	reviewed	RILP PP10141
Q9UKM9	RALY_HUMAN	reviewed	RALY HNRPCL2 P542
Q9UL25	RAB21_HUMAN	reviewed	RAB21 KIAA0118
P63244	RACK1_HUMAN	reviewed	RACK1 GNB2L1 HLC7 PIG21
Q6BDI9	REP15_HUMAN	reviewed	REP15
Q9BRP8	PYM1_HUMAN	reviewed	PYM1 PYM WIBG
P46063	RECQ1_HUMAN	reviewed	RECQL RECQ1 RECQL1
P27694	RFA1_HUMAN	reviewed	RPA1 REPA1 RPA70
Q9H2S5	RNF39_HUMAN	reviewed	RNF39 HZFW
P42766	RL35_HUMAN	reviewed	RPL35
Q9P227	RHG23_HUMAN	reviewed	ARHGAP23 KIAA1501
Q9H4P4	RNF41_HUMAN	reviewed	RNF41 FLRF NRDP1 SBBI03
Q9Y644	RFNG_HUMAN	reviewed	RFNG
P61218	RPAB2_HUMAN	reviewed	POLR2F POLRF
P78559	MAP1A_HUMAN	reviewed	MAP1A MAP1L
Q6ZU52	K0408_HUMAN	reviewed	KIAA0408
Q9P206	K1522_HUMAN	reviewed	KIAA1522
P09917	LOX5_HUMAN	reviewed	ALOX5 LOG5
Q13449	LSAMP_HUMAN	reviewed	LSAMP IGLON3 LAMP
Q38SD2	LRRK1_HUMAN	reviewed	LRRK1 KIAA1790
Q00987	MDM2_HUMAN	reviewed	MDM2
Q9HBE5	IL21R_HUMAN	reviewed	IL21R NILR UNQ3121/PRO10273
Q8N5H3	LRA25_HUMAN	reviewed	FAM89B Lrap25
O43300	LRRT2_HUMAN	reviewed	LRRTM2 KIAA0416 LRRN2
Q6NSJ5	LRC8E_HUMAN	reviewed	LRRC8E
P26927	HGFL_HUMAN	reviewed	MST1 D3F15S2 DNF15S2 HGFL
P01877	IGHA2_HUMAN	reviewed	IGHA2
Q15726	KISS1_HUMAN	reviewed	KISS1 PP5098
Q96B70	LENG9_HUMAN	reviewed	LENG9
P52294	IMA5_HUMAN	reviewed	KPNA1 RCH2
Q8IV16	HDBP1_HUMAN	reviewed	GPIHBP1 HBP1
Q15034	HERC3_HUMAN	reviewed	HERC3 KIAA0032
Q14678	KANK1_HUMAN	reviewed	KANK1 ANKRD15 KANK KIAA0172
Q04756	HGFA_HUMAN	reviewed	HGFAC
Q6ZMQ8	LMTK1_HUMAN	reviewed	AATK AATYK KIAA0641 LMR1 LMTK1
P51610	HCFC1_HUMAN	reviewed	HCFC1 HCF1 HFC1
Q9P055	JKAMP_HUMAN	reviewed	JKAMP C14orf100 JAMP CDA06 HSPC213 HSPC327
O95714	HERC2_HUMAN	reviewed	HERC2
Q02556	IRF8_HUMAN	reviewed	IRF8 ICSBP1
Q9NSK0	KLC4_HUMAN	reviewed	KLC4 KNSL8
Q9NYR9	KBRS2_HUMAN	reviewed	NKIRAS2 KBRAS2
A0A075B6P5	KV228_HUMAN	reviewed	IGKV2-28
Q5JSQ8	KHDCL_HUMAN	reviewed	KHDC1L
Q9NZS2	KLRF1_HUMAN	reviewed	KLRF1 CLEC5C ML
P02790	HEMO_HUMAN	reviewed	HPX
P07686	HEXB_HUMAN	reviewed	HEXB HCC7
A8MUX0	KR161_HUMAN	reviewed	KRTAP16-1 KAP16.1
Q9NXR8	ING3_HUMAN	reviewed	ING3 HSPC301
P48729	KC1A_HUMAN	reviewed	CSNK1A1
Q8NGJ8	O51S1_HUMAN	reviewed	OR51S1
Q99447	PCY2_HUMAN	reviewed	PCYT2
Q8NGJ4	O52E2_HUMAN	reviewed	OR52E2
Q9Y5F2	PCDBB_HUMAN	reviewed	PCDHB11
Q9ULL5	PRR12_HUMAN	reviewed	PRR12 KIAA1205
Q8IZ63	PRR22_HUMAN	reviewed	PRR22
P08559	ODPA_HUMAN	reviewed	PDHA1 PHE1A
Q96BK5	PINX1_HUMAN	reviewed	PINX1 LPTL LPTS
A6NI61	MYMK_HUMAN	reviewed	MYMK TMEM226 TMEM8C
Q9BT67	NFIP1_HUMAN	reviewed	NDFIP1 N4WBP5 PSEC0192 PSEC0223
Q6PIF6	MYO7B_HUMAN	reviewed	MYO7B
Q86U86	PB1_HUMAN	reviewed	PBRM1 BAF180 PB1
Q53SZ7	PRR30_HUMAN	reviewed	PRR30 C2orf53
Q9HBJ0	PLAC1_HUMAN	reviewed	PLAC1
Q15366	PCBP2_HUMAN	reviewed	PCBP2
Q5JS13	RGPS1_HUMAN	reviewed	RALGPS1 KIAA0351 RALGEF2
Q2M385	MPEG1_HUMAN	reviewed	MPEG1
Q9NZF1	PLAC8_HUMAN	reviewed	PLAC8 BM-004
Q9Y5Y2	NUBP2_HUMAN	reviewed	NUBP2
Q9Y6X6	MYO16_HUMAN	reviewed	MYO16 KIAA0865 MYO16B NYAP3
Q86X27	RGPS2_HUMAN	reviewed	RALGPS2
Q9H7X0	NAA60_HUMAN	reviewed	NAA60 HAT4 NAT15 UNQ2771/PRO7155
O43795	MYO1B_HUMAN	reviewed	MYO1B
Q9UM63	PLAL1_HUMAN	reviewed	PLAGL1 LOT1 ZAC
Q9UHV9	PFD2_HUMAN	reviewed	PFDN2 PFD2 HSPC231
Q9NS28	RGS18_HUMAN	reviewed	RGS18 RGS13
Q86V86	PIM3_HUMAN	reviewed	PIM3
Q9Y605	MOFA1_HUMAN	reviewed	MRFAP1 PAM14 PGR1
Q96NT5	PCFT_HUMAN	reviewed	SLC46A1 HCP1 PCFT
Q99836	MYD88_HUMAN	reviewed	MYD88
Q9NVE7	PANK4_HUMAN	reviewed	PANK4
Q9HCL0	PCD18_HUMAN	reviewed	PCDH18 KIAA1562
Q14442	PIGH_HUMAN	reviewed	PIGH
Q8WY41	NANO1_HUMAN	reviewed	NANOS1 NOS1
Q9NY56	OBP2A_HUMAN	reviewed	OBP2A
Q8WYR1	PI3R5_HUMAN	reviewed	PIK3R5
Q9UL19	PLAT4_HUMAN	reviewed	PLAAT4 RARRES3 RIG1 TIG3
Q5T2T1	MPP7_HUMAN	reviewed	MPP7
Q15645	PCH2_HUMAN	reviewed	TRIP13 PCH2
Q9H607	OCEL1_HUMAN	reviewed	OCEL1
Q8NG27	PJA1_HUMAN	reviewed	PJA1 RNF70
Q9Y5F3	PCDB1_HUMAN	reviewed	PCDHB1
O15527	OGG1_HUMAN	reviewed	OGG1 MMH MUTM OGH1
Q8NF86	PRS33_HUMAN	reviewed	PRSS33
Q16625	OCLN_HUMAN	reviewed	OCLN
O95825	QORL1_HUMAN	reviewed	CRYZL1 4P11
P57729	RAB38_HUMAN	reviewed	RAB38
Q5TAB7	RIPP2_HUMAN	reviewed	RIPPLY2 C6orf159
A6NKT7	RGPD3_HUMAN	reviewed	RGPD3 RGP3
P62424	RL7A_HUMAN	reviewed	RPL7A SURF-3 SURF3
Q5GAN6	RNS10_HUMAN	reviewed	RNASE10
Q7Z5L2	R3HCL_HUMAN	reviewed	R3HCC1L C10orf28 GIDRP88
Q13636	RAB31_HUMAN	reviewed	RAB31 RAB22B
Q15771	RAB30_HUMAN	reviewed	RAB30
Q8HWS3	RFX6_HUMAN	reviewed	RFX6 RFXDC1
Q9UPP5	K1107_HUMAN	reviewed	KIAA1107
P43080	GUC1A_HUMAN	reviewed	GUCA1A C6orf131 GCAP GCAP1 GUCA1
A6NCL2	LRCL1_HUMAN	reviewed	LRCOL1
P52333	JAK3_HUMAN	reviewed	JAK3
Q9Y241	HIG1A_HUMAN	reviewed	HIGD1A HIG1 HSPC010
P36776	LONM_HUMAN	reviewed	LONP1 PRSS15
P0DOY3	IGLC3_HUMAN	reviewed	IGLC3
P09488	GSTM1_HUMAN	reviewed	GSTM1 GST1
Q9Y5J3	HEY1_HUMAN	reviewed	HEY1 BHLHB31 CHF2 HERP2 HESR1 HRT1
A6NGN9	IGLO5_HUMAN	reviewed	IGLON5
Q96JM7	LMBL3_HUMAN	reviewed	L3MBTL3 KIAA1798 MBT1
Q6ZMR3	LDH6A_HUMAN	reviewed	LDHAL6A LDHL2
A8MUM7	LEG16_HUMAN	reviewed	LGALS16
P19622	HME2_HUMAN	reviewed	EN2
Q6P5S2	LEG1H_HUMAN	reviewed	LEG1 C6orf58
Q8NI17	IL31R_HUMAN	reviewed	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384
Q6UY01	LRC31_HUMAN	reviewed	LRRC31 UNQ9367/PRO34156
A0A0B4J1V0	HV315_HUMAN	reviewed	IGHV3-15
A6NMX2	I4E1B_HUMAN	reviewed	EIF4E1B
O75054	IGSF3_HUMAN	reviewed	IGSF3 EWI3 KIAA0466
Q9NZU5	LMCD1_HUMAN	reviewed	LMCD1
Q13651	I10R1_HUMAN	reviewed	IL10RA IL10R
P42701	I12R1_HUMAN	reviewed	IL12RB1 IL12R IL12RB
A0A0J9YX35	HV64D_HUMAN	reviewed	IGHV3-64D
Q5T753	LCE1E_HUMAN	reviewed	LCE1E LEP5
Q5TA78	LCE4A_HUMAN	reviewed	LCE4A LEP8 SPRL4A
Q6ZVW7	I17EL_HUMAN	reviewed	IL17REL
Q2VYF4	LETM2_HUMAN	reviewed	LETM2
Q8NHL6	LIRB1_HUMAN	reviewed	LILRB1 ILT2 LIR1 MIR7
Q8TAP4	LMO3_HUMAN	reviewed	LMO3 RBTN3 RBTNL2 RHOM3
P25963	IKBA_HUMAN	reviewed	NFKBIA IKBA MAD3 NFKBI
Q13683	ITA7_HUMAN	reviewed	ITGA7 UNQ406/PRO768
P48357	LEPR_HUMAN	reviewed	LEPR DB OBR
Q92830	KAT2A_HUMAN	reviewed	KAT2A GCN5 GCN5L2
Q13387	JIP2_HUMAN	reviewed	MAPK8IP2 IB2 JIP2 PRKM8IPL
Q6PII5	HAGHL_HUMAN	reviewed	HAGHL
O95232	LC7L3_HUMAN	reviewed	LUC7L3 CREAP1 CROP O48
P38570	ITAE_HUMAN	reviewed	ITGAE
Q86VQ0	LCA5_HUMAN	reviewed	LCA5 C6orf152
Q96M11	HYLS1_HUMAN	reviewed	HYLS1 HLS
P0DPK2	H3Y_HUMAN	reviewed	
Q8MH63	LAT1N_HUMAN	reviewed	SLC7A5P1 MLAS
Q63ZY3	KANK2_HUMAN	reviewed	KANK2 ANKRD25 KIAA1518 MXRA3 SIP
Q9BTY7	HGH1_HUMAN	reviewed	HGH1 C8orf30A C8orf30B FAM203A FAM203B
O75874	IDHC_HUMAN	reviewed	IDH1 PICD
P83111	LACTB_HUMAN	reviewed	LACTB MRPL56 UNQ843/PRO1781
Q9NWZ3	IRAK4_HUMAN	reviewed	IRAK4
O75112	LDB3_HUMAN	reviewed	LDB3 KIAA0613 ZASP
Q53TQ3	IN80D_HUMAN	reviewed	INO80D
Q719H9	KCTD1_HUMAN	reviewed	KCTD1 C18orf5
P01615	KVD28_HUMAN	reviewed	IGKV2D-28
Q01101	INSM1_HUMAN	reviewed	INSM1 IA1
Q13976	KGP1_HUMAN	reviewed	PRKG1 PRKG1B PRKGR1A PRKGR1B
P58181	O10A3_HUMAN	reviewed	OR10A3
Q3KNT7	NSN5B_HUMAN	reviewed	NSUN5P1 NSUN5B WBSCR20B
Q6IE37	OVOS1_HUMAN	reviewed	OVOS1
P78316	NOP14_HUMAN	reviewed	NOP14 C4orf9 NOL14 RES4-25
Q68DK7	MSL1_HUMAN	reviewed	MSL1 MSL1L1
Q8NGG2	OR5T2_HUMAN	reviewed	OR5T2
Q9H1B4	NXF5_HUMAN	reviewed	NXF5 TAPL1
Q8NH85	OR5R1_HUMAN	reviewed	OR5R1 OR5R1P
Q86Y39	NDUAB_HUMAN	reviewed	NDUFA11
A6NF01	P121B_HUMAN	reviewed	POM121B
Q13505	MTX1_HUMAN	reviewed	MTX1 MTX MTXN
Q6NUP7	PP4R4_HUMAN	reviewed	PPP4R4 KIAA1622 PP4R4
Q9UPN7	PP6R1_HUMAN	reviewed	PPP6R1 KIAA1115 PP6R1 SAPS1
P48736	PK3CG_HUMAN	reviewed	PIK3CG
Q5H9R7	PP6R3_HUMAN	reviewed	PPP6R3 C11orf23 KIAA1558 PP6R3 SAPL SAPS3
O75781	PALM_HUMAN	reviewed	PALM KIAA0270
O75807	PR15A_HUMAN	reviewed	PPP1R15A GADD34
Q8NGN1	OR6T1_HUMAN	reviewed	OR6T1
Q8NGQ2	OR6Q1_HUMAN	reviewed	OR6Q1
Q13177	PAK2_HUMAN	reviewed	PAK2
Q15622	OR7A5_HUMAN	reviewed	OR7A5
Q9P2P1	NYNRI_HUMAN	reviewed	NYNRIN CGIN1 KIAA1305
P86478	PR20E_HUMAN	reviewed	PRR20E
Q96BF6	NACC2_HUMAN	reviewed	NACC2 BTBD14A NAC2 RBB
P86496	PR20A_HUMAN	reviewed	PRR20A PRR20
Q02548	PAX5_HUMAN	reviewed	PAX5
P60484	PTEN_HUMAN	reviewed	PTEN MMAC1 TEP1
P30305	MPIP2_HUMAN	reviewed	CDC25B CDC25HU2
P26367	PAX6_HUMAN	reviewed	PAX6 AN2
Q86UA6	RIP_HUMAN	reviewed	RPAIN RIP
Q6MZM9	PRR27_HUMAN	reviewed	PRR27 C4orf40
Q9UN75	PCDAC_HUMAN	reviewed	PCDHA12
Q96HE9	PRR11_HUMAN	reviewed	PRR11
Q6NSJ0	MYORG_HUMAN	reviewed	MYORG KIAA1161
Q13724	MOGS_HUMAN	reviewed	MOGS GCS1
Q9UN74	PCDA4_HUMAN	reviewed	PCDHA4
Q6PK18	OGFD3_HUMAN	reviewed	OGFOD3 C17orf101
P49763	PLGF_HUMAN	reviewed	PGF PGFL PLGF
O14957	QCR10_HUMAN	reviewed	UQCR11 UQCR
O15294	OGT1_HUMAN	reviewed	OGT
Q8IUD2	RB6I2_HUMAN	reviewed	ERC1 ELKS KIAA1081 RAB6IP2
P61018	RAB4B_HUMAN	reviewed	RAB4B PP1596
Q9H0T7	RAB17_HUMAN	reviewed	RAB17
P20339	RAB5A_HUMAN	reviewed	RAB5A RAB5
P61576	REC04_HUMAN	reviewed	HERV-K104
Q7Z6E9	RBBP6_HUMAN	reviewed	RBBP6 P2PR PACT RBQ1 My038
P84098	RL19_HUMAN	reviewed	RPL19
Q14644	RASA3_HUMAN	reviewed	RASA3
Q13702	RAPSN_HUMAN	reviewed	RAPSN RNF205
Q02833	RASF7_HUMAN	reviewed	RASSF7 C11orf13 HRC1
P35243	RECO_HUMAN	reviewed	RCVRN RCV1
P01112	RASH_HUMAN	reviewed	HRAS HRAS1
O95980	RECK_HUMAN	reviewed	RECK ST15
A0A1B0GWK0	PVLEF_HUMAN	reviewed	PVALEF
P10745	RET3_HUMAN	reviewed	RBP3
Q9H6H4	REEP4_HUMAN	reviewed	REEP4 C8orf20 PP432
P06737	PYGL_HUMAN	reviewed	PYGL
Q9Y6C7	L3R2A_HUMAN	reviewed	LINC00312 LOH3CR2A NCRNA00312 NAG7
Q14773	ICAM4_HUMAN	reviewed	ICAM4 LW
Q9Y4C4	MFHA1_HUMAN	reviewed	MFHAS1 MASL1
Q13601	KRR1_HUMAN	reviewed	KRR1 HRB2
P52732	KIF11_HUMAN	reviewed	KIF11 EG5 KNSL1 TRIP5
P24723	KPCL_HUMAN	reviewed	PRKCH PKCL PRKCL
B3KU38	IQIP1_HUMAN	reviewed	IQCJ-SCHIP1
A0A0J9YXQ4	PMA6E_HUMAN	reviewed	PNMA6E
O94992	HEXI1_HUMAN	reviewed	HEXIM1 CLP1 EDG1 HIS1 MAQ1
Q8NGN4	O10G9_HUMAN	reviewed	OR10G9 OR10G10P
Q9UMR5	PPT2_HUMAN	reviewed	PPT2
Q99519	NEUR1_HUMAN	reviewed	NEU1 NANH
O00592	PODXL_HUMAN	reviewed	PODXL PCLP PCLP1
Q5SSG8	MUC21_HUMAN	reviewed	MUC21 C6orf205 UNQ697/PRO1342
Q6ISS4	LAIR2_HUMAN	reviewed	LAIR2 CD306
P08473	NEP_HUMAN	reviewed	MME EPN
Q96HM7	PED1B_HUMAN	reviewed	PCED1B FAM113B
P59047	NALP5_HUMAN	reviewed	NLRP5 MATER NALP5
Q9NWW6	NRK1_HUMAN	reviewed	NMRK1 C9orf95 NRK1
Q8NH00	OR2T4_HUMAN	reviewed	OR2T4
Q9NQ35	NRIP3_HUMAN	reviewed	NRIP3 C11orf14
Q8NHC8	OR2T6_HUMAN	reviewed	OR2T6 OR2T6P OR2T9
Q8NGZ0	O2AJ1_HUMAN	reviewed	OR2AJ1 OR2AJ1P
Q8N1F7	NUP93_HUMAN	reviewed	NUP93 KIAA0095
Q8IZL8	PELP1_HUMAN	reviewed	PELP1 HMX3 MNAR
Q14432	PDE3A_HUMAN	reviewed	PDE3A
P52701	MSH6_HUMAN	reviewed	MSH6 GTBP
Q8NG76	O2T33_HUMAN	reviewed	OR2T33
P43354	NR4A2_HUMAN	reviewed	NR4A2 NOT NURR1 TINUR
Q8NGJ2	O52H1_HUMAN	reviewed	OR52H1
O14830	PPE2_HUMAN	reviewed	PPEF2
P30953	OR1E1_HUMAN	reviewed	OR1E1 OR1E5 OR1E6 OR1E9P
O60287	NPA1P_HUMAN	reviewed	URB1 C21orf108 KIAA0539 NOP254 NPA1
O43930	PRKY_HUMAN	reviewed	PRKY
P22103	PNEU_HUMAN	reviewed	
Q8NGP9	O5AR1_HUMAN	reviewed	OR5AR1
Q8NH76	O56B4_HUMAN	reviewed	OR56B4
Q8IVF1	NTM2A_HUMAN	reviewed	NUTM2A FAM22A KIAA2020
Q9HBL7	PLRKT_HUMAN	reviewed	PLGRKT C9orf46 AD025 MDS030
P80108	PHLD_HUMAN	reviewed	GPLD1 PIGPLD1
Q8NDA8	MROH1_HUMAN	reviewed	MROH1 HEATR7A KIAA1833
P35548	MSX2_HUMAN	reviewed	MSX2 HOX8
O60285	NUAK1_HUMAN	reviewed	NUAK1 ARK5 KIAA0537 OMPHK1
Q8NGG4	OR8H1_HUMAN	reviewed	OR8H1
A8MYP8	ODF3B_HUMAN	reviewed	ODF3B ODF3L3
Q8WUY3	PRUN2_HUMAN	reviewed	PRUNE2 BMCC1 BNIPXL C9orf65 KIAA0367
Q8NGQ1	OR9G4_HUMAN	reviewed	OR9G4
Q9NQX4	MYO5C_HUMAN	reviewed	MYO5C
Q15198	PGFRL_HUMAN	reviewed	PDGFRL PRLTS
Q8NDF8	PAPD5_HUMAN	reviewed	TENT4B GLD4 PAPD5 TRF4-2 TUT3
Q9BRK3	MXRA8_HUMAN	reviewed	MXRA8
Q9BZI7	REN3B_HUMAN	reviewed	UPF3B RENT3B UPF3X
P20936	RASA1_HUMAN	reviewed	RASA1 GAP RASA
Q02543	RL18A_HUMAN	reviewed	RPL18A
Q8TDY2	RBCC1_HUMAN	reviewed	RB1CC1 KIAA0203 RBICC
Q92878	RAD50_HUMAN	reviewed	RAD50
Q9P0K7	RAI14_HUMAN	reviewed	RAI14 KIAA1334 NORPEG
Q7Z5J4	RAI1_HUMAN	reviewed	RAI1 KIAA1820
Q9H0U4	RAB1B_HUMAN	reviewed	RAB1B
P50749	RASF2_HUMAN	reviewed	RASSF2 CENP-34 KIAA0168
Q9H2L5	RASF4_HUMAN	reviewed	RASSF4 AD037
O75901	RASF9_HUMAN	reviewed	RASSF9 PAMCI PCIP1
O15539	RGS5_HUMAN	reviewed	RGS5
Q8NDT2	RB15B_HUMAN	reviewed	RBM15B OTT3
P50120	RET2_HUMAN	reviewed	RBP2 CRBP2
O00287	RFXAP_HUMAN	reviewed	RFXAP
P10082	PYY_HUMAN	reviewed	PYY
Q4JDL3	PTN20_HUMAN	reviewed	PTPN20 PTPN20A PTPN20B
P17706	PTN2_HUMAN	reviewed	PTPN2 PTPT
Q96MT1	RN145_HUMAN	reviewed	RNF145
Q96A49	SYAP1_HUMAN	reviewed	SYAP1 PRO3113
Q96EI5	TCAL4_HUMAN	reviewed	TCEAL4 NPD017
Q86TJ2	TAD2B_HUMAN	reviewed	TADA2B ADA2B
Q9UL17	TBX21_HUMAN	reviewed	TBX21 TBET TBLYM
Q9BV35	SCMC3_HUMAN	reviewed	SLC25A23 APC2 MCSC2 SCAMC3
Q86TU7	SETD3_HUMAN	reviewed	SETD3 C14orf154
Q9Y458	TBX22_HUMAN	reviewed	TBX22 TBOX22
A6NKL6	T200C_HUMAN	reviewed	TMEM200C TTMA
Q5QJ74	TBCEL_HUMAN	reviewed	TBCEL LRRC35
O43790	KRT86_HUMAN	reviewed	KRT86 KRTHB6
P09529	INHBB_HUMAN	reviewed	INHBB
Q13136	LIPA1_HUMAN	reviewed	PPFIA1 LIP1
Q8NC54	KCT2_HUMAN	reviewed	KCT2 C5orf15 HTGN29
Q13237	KGP2_HUMAN	reviewed	PRKG2 PRKGR2
P26371	KRA59_HUMAN	reviewed	KRTAP5-9 KAP5.9 KRN1 KRTAP5.9 UHSK1
A0A0A0MT36	KVD21_HUMAN	reviewed	IGKV6D-21
Q9NPI7	KRCC1_HUMAN	reviewed	KRCC1 CHBP2 BM-003 BM-044
O95340	PAPS2_HUMAN	reviewed	PAPSS2 ATPSK2
Q9UBX7	KLK11_HUMAN	reviewed	KLK11 PRSS20 TLSP UNQ649/PRO1279
Q96T66	NMNA3_HUMAN	reviewed	NMNAT3 FKSG76
Q8N387	MUC15_HUMAN	reviewed	MUC15 UNQ750/PRO1481
A6NFC9	OR2W5_HUMAN	reviewed	OR2W5 OR2W5P
P0DJD8	PEPA3_HUMAN	reviewed	PGA3
P52564	MP2K6_HUMAN	reviewed	MAP2K6 MEK6 MKK6 PRKMK6 SKK3
Q8NHB1	OR2V1_HUMAN	reviewed	OR2V1
Q7RTR2	NLRC3_HUMAN	reviewed	NLRC3 NOD3
O14733	MP2K7_HUMAN	reviewed	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4
Q5C9Z4	NOM1_HUMAN	reviewed	NOM1 C7orf3
P47883	OR3A4_HUMAN	reviewed	OR3A4P OR3A4 OR3A5P
Q9HC23	PROK2_HUMAN	reviewed	PROK2 BV8
Q9H3Y8	PPDPF_HUMAN	reviewed	PPDPF C20orf149 EXPDF
Q86WQ0	NR2CA_HUMAN	reviewed	NR2C2AP TRA16
Q9UNZ2	NSF1C_HUMAN	reviewed	NSFL1C UBXN2C
Q8NGN8	OR4A4_HUMAN	reviewed	OR4A4P
A0JP26	POTB3_HUMAN	reviewed	POTEB3
P04637	P53_HUMAN	reviewed	TP53 P53
Q9BRP0	OVOL2_HUMAN	reviewed	OVOL2 ZNF339
Q8IUM7	NPAS4_HUMAN	reviewed	NPAS4 BHLHE79 NXF PASD10
Q14207	NPAT_HUMAN	reviewed	NPAT CAND3 E14
Q86UW2	OSTB_HUMAN	reviewed	SLC51B OSTB
Q6IFN5	O7E24_HUMAN	reviewed	OR7E24 OR7E24P
Q9BZF2	OSBL7_HUMAN	reviewed	OSBPL7 ORP7
P23515	OMGP_HUMAN	reviewed	OMG OMGP
P56597	NDK5_HUMAN	reviewed	NME5
Q8WX93	PALLD_HUMAN	reviewed	PALLD KIAA0992 CGI-151
Q9Y5S2	MRCKB_HUMAN	reviewed	CDC42BPB KIAA1124
Q9UKK6	NXT1_HUMAN	reviewed	NXT1
Q13765	NACA_HUMAN	reviewed	NACA HSD48
Q8NGX9	OR6P1_HUMAN	reviewed	OR6P1
Q6ZVC0	NYAP1_HUMAN	reviewed	NYAP1 C7orf51
A0A1B0GUY1	MRCOL_HUMAN	reviewed	MARCOL
Q9BYG7	MSTRO_HUMAN	reviewed	MRO B29 C18orf3
Q8NGX8	OR6Y1_HUMAN	reviewed	OR6Y1 OR6Y2
Q4VXU2	PAP1L_HUMAN	reviewed	PABPC1L C20orf119
P25789	PSA4_HUMAN	reviewed	PSMA4 HC9 PSC9
Q96HT8	MR1L1_HUMAN	reviewed	MRFAP1L1 PP784
P12036	NFH_HUMAN	reviewed	NEFH KIAA0845 NFH
Q96LU7	MRFL_HUMAN	reviewed	MYRFL C12orf15 C12orf28
Q9Y5E2	PCDB7_HUMAN	reviewed	PCDHB7
Q9Y2Y8	PRG3_HUMAN	reviewed	PRG3 MBPH UNQ486/PRO1002
Q9BWU0	NADAP_HUMAN	reviewed	SLC4A1AP HLC3
Q7L9L4	MOB1B_HUMAN	reviewed	MOB1B MOB4A MOBKL1A
Q15195	PLGA_HUMAN	reviewed	PLGLA PLGLA1 PLGP2 PRGA
Q14554	PDIA5_HUMAN	reviewed	PDIA5 PDIR
Q9BRR9	RHG09_HUMAN	reviewed	ARHGAP9
Q9NWW9	PLAT2_HUMAN	reviewed	PLAAT2 HRASLS2
Q8N573	OXR1_HUMAN	reviewed	OXR1 Nbla00307
Q6N063	OGFD2_HUMAN	reviewed	OGFOD2
Q9Y3B1	PLD3B_HUMAN	reviewed	PRELID3B C20orf45 SLMO2 CGI-107
Q6NSW7	NANP8_HUMAN	reviewed	NANOGP8
Q9Y5I0	PCDAD_HUMAN	reviewed	PCDHA13 CNRS5
Q02809	PLOD1_HUMAN	reviewed	PLOD1 LLH PLOD
O60683	PEX10_HUMAN	reviewed	PEX10 RNF69
Q9UJD0	RIMS3_HUMAN	reviewed	RIMS3 KIAA0237
Q9Y225	RNF24_HUMAN	reviewed	RNF24
Q9BXT8	RNF17_HUMAN	reviewed	RNF17 TDRD4
Q9Y2Y1	RPC10_HUMAN	reviewed	POLR3K RPC11 My010
Q03431	PTH1R_HUMAN	reviewed	PTH1R PTHR PTHR1
Q9Y3E5	PTH2_HUMAN	reviewed	PTRH2 BIT1 PTH2 CGI-147
Q7L523	RRAGA_HUMAN	reviewed	RRAGA
P62280	RS11_HUMAN	reviewed	RPS11
Q6GMV3	PTRD1_HUMAN	reviewed	PTRHD1 C2orf79
Q9UKL0	RCOR1_HUMAN	reviewed	RCOR1 KIAA0071 RCOR
P32969	RL9_HUMAN	reviewed	RPL9 OK/SW-cl.103; RPL9P7; RPL9P8; RPL9P9
